id,danceability,popularity
4770,0.468,44
4771,0.192,47
4772,0.0688,33
4773,0.418,45
4774,0.478,52
4775,0.16,46
4776,0.376,44
4777,0.416,49
4778,0.128,53
4779,0.462,53
4780,0.114,52
4781,0.302,50
4782,0.312,48
4783,0.253,59
4784,0.131,46
4785,0.403,50
4786,0.49,41
4787,0.265,50
4788,0.619,48
4789,0.593,50
4790,0.395,37
4791,0.431,52
4792,0.321,52
4793,0.603,49
4794,0.334,50
4795,0.522,43
4796,0.384,26
4797,0.436,25
4798,0.328,43
4799,0.397,53
4800,0.168,45
4801,0.28,39
4802,0.287,44
4803,0.349,47
4804,0.472,40
4805,0.228,49
4806,0.4,57
4807,0.611,49
4808,0.492,56
4809,0.317,49
4810,0.355,46
4811,0.164,28
4812,0.666,43
4813,0.578,37
4814,0.19,46
4815,0.414,44
4816,0.503,51
4817,0.167,39
4818,0.621,15
4819,0.633,47
4820,0.315,18
4821,0.387,50
4822,0.199,0
4823,0.311,54
4824,0.209,17
4825,0.227,18
4826,0.46,45
4827,0.139,50
4828,0.421,40
4829,0.357,47
4830,0.352,55
4831,0.253,53
4832,0.506,43
4833,0.108,46
4834,0.285,40
4835,0.592,36
4836,0.17,51
4837,0.154,42
4838,0.641,51
4839,0.297,49
4840,0.361,25
4841,0.209,48
4842,0.393,54
4843,0.347,23
4844,0.172,29
4845,0.567,25
4846,0.372,25
4847,0.143,43
4848,0.0629,50
4849,0.295,52
4850,0.135,45
4851,0.549,55
4852,0.2,44
4853,0.484,51
4854,0.766,50
4855,0.146,38
4856,0.587,47
4857,0.466,53
4858,0.0976,43
4859,0.188,51
4860,0.453,41
4861,0.282,44
4862,0.246,31
4863,0.292,48
4864,0.335,51
4865,0.337,51
4866,0.505,52
4867,0.174,46
4868,0.498,45
4869,0.719,36
4870,0.487,47
4871,0.267,52
4872,0.505,45
4873,0.375,43
4874,0.324,42
4875,0.541,40
4876,0.277,54
4877,0.0626,24
4878,0.774,25
4879,0.179,44
4880,0.419,48
4881,0.268,50
4882,0.233,24
4883,0.303,50
4884,0.414,42
4885,0.629,25
4886,0.143,25
4887,0.508,36
4888,0.539,33
4889,0.0791,37
4890,0.336,29
4891,0.377,32
4892,0.446,37
4893,0.239,30
4894,0.455,25
4895,0.36,27
4896,0.584,26
4897,0.221,32
4898,0.55,25
4899,0.314,24
4900,0.559,17
4901,0.504,45
4902,0.325,37
4903,0.167,19
4904,0.47,49
4905,0.368,47
4906,0.222,51
4907,0.263,49
4908,0.108,31
4909,0.125,38
4910,0.254,48
4911,0.165,47
4912,0.478,45
4913,0.435,50
4914,0.0998,49
4915,0.446,51
4916,0.213,46
4917,0.333,41
4918,0.3,48
4919,0.324,42
4920,0.525,51
4921,0.327,53
4922,0.0844,45
4923,0.427,37
4924,0.244,45
4925,0.299,57
4926,0.273,53
4927,0.49,50
4928,0.482,44
4929,0.0952,0
4930,0.239,49
4931,0.494,24
4932,0.515,48
4933,0.271,51
4934,0.13,54
4935,0.114,41
4936,0.366,51
4937,0.202,38
4938,0.263,39
4939,0.33,52
4940,0.322,49
4941,0.184,27
4942,0.155,38
4943,0.619,53
4944,0.26,51
4945,0.144,41
4946,0.208,54
4947,0.599,51
4948,0.453,24
4949,0.538,24
4950,0.258,28
4951,0.539,40
4952,0.338,49
4953,0.294,49
4954,0.389,48
4955,0.435,57
4956,0.521,36
4957,0.125,46
4958,0.719,24
4959,0.344,51
4960,0.727,11
4961,0.72,7
4962,0.593,49
4963,0.249,45
4964,0.706,6
4965,0.706,5
4966,0.406,51
4967,0.563,46
4968,0.565,6
4969,0.63,44
4970,0.42,46
4971,0.277,50
4972,0.457,44
4973,0.7,6
4974,0.651,6
4975,0.547,5
4976,0.714,5
4977,0.469,6
4978,0.63,9
4979,0.456,50
4980,0.397,50
4981,0.0655,23
4982,0.629,6
4983,0.669,7
4984,0.544,53
4985,0.684,24
4986,0.709,6
4987,0.624,48
4988,0.379,5
4989,0.673,6
4990,0.438,23
4991,0.663,6
4992,0.52,44
4993,0.263,24
4994,0.594,42
4995,0.465,49
4996,0.516,55
4997,0.222,50
4998,0.0576,24
4999,0.156,26
5000,0.541,71
5001,0.436,73
5002,0.577,83
5003,0.508,73
5004,0.691,60
5005,0.584,75
5006,0.593,71
5007,0.6,77
5008,0.159,55
5009,0.536,70
5010,0.674,58
5011,0.475,66
5012,0.45,69
5013,0.477,67
5014,0.586,68
5015,0.541,74
5016,0.525,56
5017,0.318,66
5018,0.781,66
5019,0.363,67
5020,0.491,66
5021,0.367,77
5022,0.738,78
5023,0.214,58
5024,0.592,66
5025,0.784,51
5026,0.528,62
5027,0.599,75
5028,0.807,61
5029,0.455,66
5030,0.719,69
5031,0.44,69
5032,0.631,71
5033,0.599,65
5034,0.568,70
5035,0.594,66
5036,0.346,63
5037,0.709,64
5038,0.694,62
5039,0.658,77
5040,0.727,72
5041,0.495,72
5042,0.592,66
5043,0.604,71
5044,0.689,69
5045,0.44,1
5046,0.559,0
5047,0.736,2
5048,0.489,57
5049,0.435,0
5050,0.529,69
5051,0.399,60
5052,0.631,70
5053,0.566,63
5054,0.348,63
5055,0.181,63
5056,0.592,65
5057,0.28,53
5058,0.534,65
5059,0.263,52
5060,0.718,62
5061,0.572,62
5062,0.71,53
5063,0.559,60
5064,0.564,62
5065,0.329,54
5066,0.325,62
5067,0.504,59
5068,0.621,67
5069,0.186,62
5070,0.459,63
5071,0.637,59
5072,0.727,61
5073,0.526,69
5074,0.479,64
5075,0.616,53
5076,0.592,67
5077,0.54,62
5078,0.675,53
5079,0.462,56
5080,0.714,61
5081,0.578,45
5082,0.674,49
5083,0.533,68
5084,0.483,66
5085,0.624,58
5086,0.363,65
5087,0.488,61
5088,0.729,50
5089,0.583,66
5090,0.525,70
5091,0.766,67
5092,0.538,0
5093,0.542,68
5094,0.656,63
5095,0.38,53
5096,0.494,59
5097,0.441,65
5098,0.435,61
5099,0.546,0
5100,0.451,56
5101,0.521,59
5102,0.207,59
5103,0.585,51
5104,0.313,60
5105,0.498,55
5106,0.43,52
5107,0.308,64
5108,0.109,57
5109,0.473,51
5110,0.457,62
5111,0.41,65
5112,0.658,64
5113,0.587,53
5114,0.555,59
5115,0.467,61
5116,0.389,61
5117,0.468,61
5118,0.239,68
5119,0.494,49
5120,0.541,58
5121,0.749,60
5122,0.353,58
5123,0.598,63
5124,0.573,58
5125,0.724,57
5126,0.701,63
5127,0.691,43
5128,0.758,47
5129,0.71,62
5130,0.38,63
5131,0.411,63
5132,0.832,50
5133,0.825,46
5134,0.788,53
5135,0.58,60
5136,0.73,59
5137,0.324,43
5138,0.512,52
5139,0.406,60
5140,0.514,63
5141,0.541,7
5142,0.475,62
5143,0.608,64
5144,0.328,21
5145,0.732,62
5146,0.432,17
5147,0.283,19
5148,0.282,11
5149,0.623,62
5150,0.272,51
5151,0.225,50
5152,0.544,56
5153,0.461,49
5154,0.292,56
5155,0.345,42
5156,0.472,60
5157,0.671,54
5158,0.417,57
5159,0.541,60
5160,0.751,50
5161,0.498,53
5162,0.627,58
5163,0.811,45
5164,0.61,63
5165,0.621,57
5166,0.411,53
5167,0.75,61
5168,0.53,54
5169,0.15,53
5170,0.493,58
5171,0.682,47
5172,0.357,59
5173,0.102,49
5174,0.54,49
5175,0.733,62
5176,0.535,45
5177,0.499,55
5178,0.486,58
5179,0.216,46
5180,0.468,45
5181,0.489,49
5182,0.718,50
5183,0.785,61
5184,0.792,63
5185,0.714,59
5186,0.373,60
5187,0.507,49
5188,0.357,57
5189,0.481,59
5190,0.661,59
5191,0.613,61
5192,0.476,60
5193,0.455,61
5194,0.617,58
5195,0.766,58
5196,0.568,58
5197,0.489,59
5198,0.684,58
5199,0.403,0
5200,0.411,45
5201,0.48,50
5202,0.406,48
5203,0.561,57
5204,0.486,67
5205,0.593,61
5206,0.39,59
5207,0.623,44
5208,0.671,56
5209,0.44,48
5210,0.238,42
5211,0.401,45
5212,0.558,56
5213,0.406,53
5214,0.525,51
5215,0.532,53
5216,0.495,61
5217,0.615,49
5218,0.393,57
5219,0.47,50
5220,0.186,58
5221,0.271,46
5222,0.699,59
5223,0.659,53
5224,0.586,51
5225,0.566,48
5226,0.725,63
5227,0.749,75
5228,0.497,54
5229,0.865,49
5230,0.691,42
5231,0.477,56
5232,0.559,25
5233,0.693,49
5234,0.703,25
5235,0.797,50
5236,0.229,24
5237,0.414,59
5238,0.57,24
5239,0.49,58
5240,0.61,23
5241,0.525,23
5242,0.379,59
5243,0.622,58
5244,0.652,29
5245,0.619,58
5246,0.525,26
5247,0.495,59
5248,0.498,61
5249,0.433,42
5250,0.439,47
5251,0.265,52
5252,0.417,60
5253,0.431,49
5254,0.51,42
5255,0.896,49
5256,0.334,56
5257,0.678,40
5258,0.482,55
5259,0.537,59
5260,0.898,50
5261,0.481,57
5262,0.691,56
5263,0.255,50
5264,0.362,55
5265,0.728,45
5266,0.4,48
5267,0.668,53
5268,0.536,50
5269,0.567,55
5270,0.335,57
5271,0.809,49
5272,0.804,59
5273,0.272,57
5274,0.496,52
5275,0.276,47
5276,0.637,51
5277,0.829,49
5278,0.527,54
5279,0.441,56
5280,0.569,58
5281,0.409,56
5282,0.47,41
5283,0.808,49
5284,0.844,52
5285,0.368,58
5286,0.767,58
5287,0.376,57
5288,0.475,58
5289,0.29,57
5290,0.572,58
5291,0.512,57
5292,0.587,40
5293,0.542,41
5294,0.538,60
5295,0.422,57
5296,0.332,57
5297,0.564,58
5298,0.404,41
5299,0.205,58
5300,0.225,50
5301,0.38,58
5302,0.383,48
5303,0.438,60
5304,0.669,55
5305,0.388,56
5306,0.28,51
5307,0.492,36
5308,0.652,51
5309,0.353,44
5310,0.792,50
5311,0.42,52
5312,0.742,43
5313,0.289,48
5314,0.431,45
5315,0.399,58
5316,0.694,56
5317,0.516,48
5318,0.372,57
5319,0.463,52
5320,0.445,45
5321,0.509,49
5322,0.463,60
5323,0.415,52
5324,0.483,58
5325,0.739,42
5326,0.609,53
5327,0.409,54
5328,0.537,56
5329,0.49,60
5330,0.322,47
5331,0.649,53
5332,0.536,49
5333,0.737,41
5334,0.509,52
5335,0.0999,64
5336,0.513,46
5337,0.524,59
5338,0.547,47
5339,0.552,54
5340,0.636,49
5341,0.456,44
5342,0.408,54
5343,0.844,42
5344,0.686,56
5345,0.567,51
5346,0.608,56
5347,0.612,58
5348,0.68,41
5349,0.548,40
5350,0.461,56
5351,0.36,43
5352,0.492,48
5353,0.174,45
5354,0.351,50
5355,0.494,50
5356,0.408,35
5357,0.715,49
5358,0.524,53
5359,0.722,42
5360,0.422,57
5361,0.664,49
5362,0.56,59
5363,0.495,48
5364,0.782,47
5365,0.734,51
5366,0.442,57
5367,0.55,50
5368,0.433,56
5369,0.508,44
5370,0.765,61
5371,0.713,51
5372,0.654,45
5373,0.853,47
5374,0.641,63
5375,0.324,51
5376,0.299,46
5377,0.393,58
5378,0.345,48
5379,0.368,49
5380,0.598,45
5381,0.472,56
5382,0.268,45
5383,0.524,58
5384,0.47,51
5385,0.713,61
5386,0.517,46
5387,0.516,72
5388,0.531,56
5389,0.801,44
5390,0.645,60
5391,0.547,57
5392,0.423,55
5393,0.645,46
5394,0.527,38
5395,0.863,59
5396,0.811,39
5397,0.63,39
5398,0.643,40
5399,0.587,38
5400,0.22,44
5401,0.306,40
5402,0.594,36
5403,0.433,49
5404,0.449,41
5405,0.625,54
5406,0.609,49
5407,0.404,47
5408,0.787,56
5409,0.473,50
5410,0.76,60
5411,0.486,54
5412,0.526,62
5413,0.495,55
5414,0.807,62
5415,0.73,46
5416,0.351,49
5417,0.466,46
5418,0.502,57
5419,0.57,37
5420,0.799,44
5421,0.708,55
5422,0.29,43
5423,0.58,55
5424,0.523,43
5425,0.366,48
5426,0.675,61
5427,0.679,62
5428,0.562,56
5429,0.471,49
5430,0.502,54
5431,0.854,60
5432,0.179,49
5433,0.533,51
5434,0.799,53
5435,0.506,0
5436,0.393,49
5437,0.325,60
5438,0.537,60
5439,0.591,60
5440,0.539,60
5441,0.308,49
5442,0.473,56
5443,0.591,56
5444,0.394,57
5445,0.333,63
5446,0.552,38
5447,0.479,51
5448,0.495,54
5449,0.535,38
5450,0.604,53
5451,0.169,45
5452,0.482,46
5453,0.545,54
5454,0.621,49
5455,0.57,42
5456,0.444,50
5457,0.682,57
5458,0.661,48
5459,0.311,47
5460,0.54,57
5461,0.879,47
5462,0.339,56
5463,0.631,43
5464,0.502,50
5465,0.236,41
5466,0.241,48
5467,0.438,65
5468,0.568,41
5469,0.793,49
5470,0.762,44
5471,0.394,55
5472,0.616,47
5473,0.726,33
5474,0.747,53
5475,0.798,41
5476,0.615,45
5477,0.216,45
5478,0.325,52
5479,0.586,36
5480,0.522,62
5481,0.526,54
5482,0.736,77
5483,0.579,56
5484,0.255,50
5485,0.449,44
5486,0.418,47
5487,0.497,58
5488,0.683,38
5489,0.627,3
5490,0.813,48
5491,0.601,38
5492,0.541,53
5493,0.354,32
5494,0.604,54
5495,0.546,52
5496,0.498,55
5497,0.481,37
5498,0.401,58
5499,0.624,38
5500,0.565,58
5501,0.473,53
5502,0.437,41
5503,0.402,52
5504,0.361,51
5505,0.738,50
5506,0.428,53
5507,0.477,55
5508,0.718,55
5509,0.282,50
5510,0.404,46
5511,0.42,42
5512,0.592,48
5513,0.195,46
5514,0.502,57
5515,0.297,50
5516,0.516,52
5517,0.495,56
5518,0.702,58
5519,0.633,66
5520,0.679,59
5521,0.502,72
5522,0.645,58
5523,0.635,58
5524,0.809,46
5525,0.73,55
5526,0.51,29
5527,0.349,21
5528,0.522,22
5529,0.555,20
5530,0.367,25
5531,0.484,23
5532,0.454,23
5533,0.502,24
5534,0.437,21
5535,0.491,20
5536,0.382,23
5537,0.491,25
5538,0.516,22
5539,0.37,24
5540,0.557,24
5541,0.495,26
5542,0.228,26
5543,0.51,61
5544,0.503,20
5545,0.562,23
5546,0.498,26
5547,0.724,36
5548,0.582,37
5549,0.692,37
5550,0.586,52
5551,0.315,49
5552,0.252,45
5553,0.784,46
5554,0.64,49
5555,0.585,55
5556,0.753,52
5557,0.435,51
5558,0.505,53
5559,0.809,58
5560,0.345,41
5561,0.472,48
5562,0.481,50
5563,0.7,47
5564,0.595,53
5565,0.437,51
5566,0.796,44
5567,0.522,44
5568,0.779,43
5569,0.805,54
5570,0.493,35
5571,0.647,55
5572,0.528,55
5573,0.572,56
5574,0.537,44
5575,0.339,47
5576,0.532,45
5577,0.384,51
5578,0.522,59
5579,0.196,48
5580,0.679,65
5581,0.874,54
5582,0.596,50
5583,0.785,42
5584,0.662,39
5585,0.422,49
5586,0.573,47
5587,0.434,48
5588,0.549,46
5589,0.75,47
5590,0.734,59
5591,0.692,56
5592,0.603,57
5593,0.493,58
5594,0.609,53
5595,0.484,37
5596,0.721,36
5597,0.654,36
5598,0.743,37
5599,0.67,36
5600,0.465,44
5601,0.474,43
5602,0.435,44
5603,0.413,44
5604,0.521,47
5605,0.597,58
5606,0.279,39
5607,0.601,51
5608,0.539,60
5609,0.589,52
5610,0.626,53
5611,0.316,53
5612,0.619,50
5613,0.429,42
5614,0.417,51
5615,0.344,56
5616,0.417,41
5617,0.688,44
5618,0.462,54
5619,0.651,54
5620,0.498,53
5621,0.141,42
5622,0.622,46
5623,0.817,43
5624,0.416,47
5625,0.46,39
5626,0.242,45
5627,0.573,51
5628,0.639,47
5629,0.584,54
5630,0.493,57
5631,0.636,45
5632,0.698,57
5633,0.368,56
5634,0.703,48
5635,0.55,45
5636,0.599,52
5637,0.707,49
5638,0.643,37
5639,0.573,37
5640,0.794,36
5641,0.556,35
5642,0.738,35
5643,0.669,35
5644,0.478,35
5645,0.591,36
5646,0.481,35
5647,0.509,35
5648,0.622,36
5649,0.764,36
5650,0.387,57
5651,0.564,46
5652,0.37,33
5653,0.502,55
5654,0.387,51
5655,0.176,46
5656,0.388,56
5657,0.486,49
5658,0.422,51
5659,0.447,43
5660,0.463,49
5661,0.384,48
5662,0.703,44
5663,0.485,50
5664,0.423,43
5665,0.482,59
5666,0.543,43
5667,0.472,47
5668,0.405,50
5669,0.557,52
5670,0.548,62
5671,0.566,56
5672,0.542,51
5673,0.654,54
5674,0.826,43
5675,0.415,49
5676,0.672,49
5677,0.521,55
5678,0.735,43
5679,0.482,48
5680,0.19,44
5681,0.168,40
5682,0.689,52
5683,0.866,36
5684,0.7,49
5685,0.349,53
5686,0.511,45
5687,0.515,47
5688,0.643,60
5689,0.548,45
5690,0.752,37
5691,0.731,37
5692,0.76,53
5693,0.419,48
5694,0.671,58
5695,0.485,50
5696,0.57,35
5697,0.436,36
5698,0.459,35
5699,0.611,35
5700,0.207,38
5701,0.771,41
5702,0.543,44
5703,0.423,48
5704,0.529,53
5705,0.496,49
5706,0.459,52
5707,0.642,47
5708,0.477,51
5709,0.638,44
5710,0.492,52
5711,0.715,50
5712,0.679,41
5713,0.591,49
5714,0.558,50
5715,0.364,38
5716,0.331,46
5717,0.471,64
5718,0.695,50
5719,0.622,49
5720,0.515,43
5721,0.472,54
5722,0.674,51
5723,0.505,51
5724,0.298,42
5725,0.734,44
5726,0.77,42
5727,0.838,39
5728,0.391,44
5729,0.776,47
5730,0.625,50
5731,0.74,55
5732,0.573,42
5733,0.457,36
5734,0.747,44
5735,0.283,52
5736,0.523,36
5737,0.513,52
5738,0.581,52
5739,0.407,47
5740,0.549,36
5741,0.747,34
5742,0.0835,51
5743,0.708,57
5744,0.397,35
5745,0.457,35
5746,0.583,34
5747,0.489,34
5748,0.473,2
5749,0.717,35
5750,0.661,45
5751,0.15,44
5752,0.669,52
5753,0.61,57
5754,0.587,43
5755,0.603,42
5756,0.374,53
5757,0.633,49
5758,0.295,56
5759,0.444,54
5760,0.457,44
5761,0.235,42
5762,0.495,36
5763,0.614,58
5764,0.358,46
5765,0.597,52
5766,0.847,43
5767,0.812,54
5768,0.83,37
5769,0.472,54
5770,0.416,37
5771,0.201,51
5772,0.456,42
5773,0.448,45
5774,0.514,53
5775,0.243,38
5776,0.547,52
5777,0.424,34
5778,0.231,42
5779,0.524,54
5780,0.217,40
5781,0.782,45
5782,0.654,53
5783,0.753,55
5784,0.735,45
5785,0.174,48
5786,0.456,53
5787,0.39,51
5788,0.831,44
5789,0.655,35
5790,0.385,35
5791,0.564,61
5792,0.558,34
5793,0.305,45
5794,0.435,34
5795,0.644,34
5796,0.645,0
5797,0.823,34
5798,0.324,34
5799,0.465,34
5800,0.499,47
5801,0.565,49
5802,0.339,49
5803,0.721,34
5804,0.567,42
5805,0.349,48
5806,0.726,53
5807,0.504,47
5808,0.447,54
5809,0.654,46
5810,0.715,42
5811,0.823,43
5812,0.754,55
5813,0.545,48
5814,0.387,50
5815,0.613,49
5816,0.665,49
5817,0.626,53
5818,0.803,45
5819,0.54,43
5820,0.397,52
5821,0.246,53
5822,0.867,44
5823,0.452,53
5824,0.612,49
5825,0.533,55
5826,0.574,55
5827,0.724,65
5828,0.33,48
5829,0.366,50
5830,0.764,42
5831,0.448,53
5832,0.301,45
5833,0.558,51
5834,0.636,43
5835,0.658,45
5836,0.604,51
5837,0.621,51
5838,0.775,40
5839,0.601,33
5840,0.743,33
5841,0.515,33
5842,0.658,34
5843,0.36,50
5844,0.642,34
5845,0.728,33
5846,0.623,33
5847,0.603,33
5848,0.467,33
5849,0.779,34
5850,0.597,49
5851,0.471,43
5852,0.723,44
5853,0.172,46
5854,0.489,52
5855,0.617,39
5856,0.427,41
5857,0.553,50
5858,0.635,34
5859,0.633,65
5860,0.618,44
5861,0.588,54
5862,0.436,44
5863,0.641,50
5864,0.437,49
5865,0.304,57
5866,0.404,55
5867,0.675,60
5868,0.695,41
5869,0.389,50
5870,0.328,55
5871,0.59,52
5872,0.884,53
5873,0.771,38
5874,0.528,51
5875,0.63,45
5876,0.64,60
5877,0.682,52
5878,0.821,44
5879,0.404,43
5880,0.751,43
5881,0.672,55
5882,0.356,49
5883,0.759,49
5884,0.76,44
5885,0.677,35
5886,0.642,48
5887,0.139,36
5888,0.45,52
5889,0.465,47
5890,0.624,33
5891,0.44,34
5892,0.616,34
5893,0.592,34
5894,0.687,34
5895,0.707,34
5896,0.549,34
5897,0.83,34
5898,0.663,34
5899,0.658,33
5900,0.447,53
5901,0.506,51
5902,0.54,41
5903,0.58,38
5904,0.385,44
5905,0.832,49
5906,0.592,46
5907,0.673,36
5908,0.632,38
5909,0.653,42
5910,0.36,44
5911,0.594,51
5912,0.51,43
5913,0.66,32
5914,0.515,40
5915,0.239,38
5916,0.409,43
5917,0.517,52
5918,0.724,56
5919,0.263,42
5920,0.753,36
5921,0.274,53
5922,0.374,50
5923,0.502,48
5924,0.696,36
5925,0.416,47
5926,0.834,45
5927,0.307,46
5928,0.802,33
5929,0.662,42
5930,0.51,45
5931,0.744,52
5932,0.79,42
5933,0.732,45
5934,0.339,33
5935,0.61,32
5936,0.576,51
5937,0.414,0
5938,0.554,32
5939,0.537,32
5940,0.771,32
5941,0.548,33
5942,0.47,32
5943,0.671,32
5944,0.725,33
5945,0.597,33
5946,0.546,33
5947,0.538,33
5948,0.518,33
5949,0.607,34
5950,0.417,35
5951,0.382,56
5952,0.533,53
5953,0.392,42
5954,0.42,47
5955,0.568,44
5956,0.472,49
5957,0.565,44
5958,0.53,50
5959,0.808,44
5960,0.519,62
5961,0.385,52
5962,0.264,50
5963,0.488,55
5964,0.48,53
5965,0.314,52
5966,0.529,52
5967,0.797,43
5968,0.485,51
5969,0.47,43
5970,0.86,42
5971,0.779,42
5972,0.749,45
5973,0.616,33
5974,0.488,47
5975,0.53,54
5976,0.485,46
5977,0.583,49
5978,0.11,45
5979,0.706,51
5980,0.264,55
5981,0.741,44
5982,0.522,57
5983,0.562,33
5984,0.743,34
5985,0.379,40
5986,0.616,34
5987,0.572,32
5988,0.359,48
5989,0.52,33
5990,0.39,50
5991,0.635,33
5992,0.598,34
5993,0.531,32
5994,0.485,32
5995,0.506,32
5996,0.71,33
5997,0.771,32
5998,0.81,33
5999,0.64,32
6000,0.428,51
6001,0.25,58
6002,0.468,47
6003,0.144,41
6004,0.462,54
6005,0.174,26
6006,0.219,51
6007,0.571,40
6008,0.387,36
6009,0.261,49
6010,0.172,49
6011,0.175,47
6012,0.134,31
6013,0.24,44
6014,0.354,42
6015,0.39,46
6016,0.402,49
6017,0.168,56
6018,0.19,48
6019,0.471,49
6020,0.346,31
6021,0.265,47
6022,0.449,26
6023,0.303,54
6024,0.273,25
6025,0.185,27
6026,0.295,52
6027,0.338,26
6028,0.427,25
6029,0.205,0
6030,0.296,25
6031,0.342,48
6032,0.533,52
6033,0.379,48
6034,0.197,26
6035,0.223,25
6036,0.499,27
6037,0.276,25
6038,0.297,26
6039,0.476,0
6040,0.532,28
6041,0.328,26
6042,0.244,30
6043,0.458,29
6044,0.481,25
6045,0.353,24
6046,0.266,25
6047,0.258,31
6048,0.357,24
6049,0.4,25
6050,0.26,49
6051,0.1,46
6052,0.246,12
6053,0.464,42
6054,0.555,42
6055,0.466,41
6056,0.247,11
6057,0.102,23
6058,0.105,44
6059,0.325,23
6060,0.159,23
6061,0.424,22
6062,0.249,50
6063,0.307,24
6064,0.191,22
6065,0.365,49
6066,0.575,24
6067,0.246,22
6068,0.209,23
6069,0.153,47
6070,0.265,51
6071,0.456,23
6072,0.285,47
6073,0.408,22
6074,0.207,49
6075,0.156,44
6076,0.457,24
6077,0.232,48
6078,0.21,24
6079,0.341,25
6080,0.488,23
6081,0.259,23
6082,0.316,22
6083,0.282,23
6084,0.416,25
6085,0.439,25
6086,0.414,23
6087,0.403,24
6088,0.267,48
6089,0.446,24
6090,0.169,22
6091,0.169,25
6092,0.147,23
6093,0.386,24
6094,0.0855,22
6095,0.4,25
6096,0.355,23
6097,0.417,24
6098,0.172,23
6099,0.364,25
6100,0.508,34
6101,0.296,40
6102,0.555,52
6103,0.295,22
6104,0.422,22
6105,0.141,21
6106,0.189,21
6107,0.279,22
6108,0.374,40
6109,0.295,42
6110,0.106,41
6111,0.239,21
6112,0.417,21
6113,0.509,43
6114,0.143,22
6115,0.251,23
6116,0.393,21
6117,0.569,41
6118,0.523,22
6119,0.234,23
6120,0.235,48
6121,0.482,22
6122,0.177,23
6123,0.166,46
6124,0.208,23
6125,0.15,21
6126,0.347,23
6127,0.359,23
6128,0.168,21
6129,0.456,22
6130,0.258,22
6131,0.215,22
6132,0.399,21
6133,0.253,21
6134,0.169,22
6135,0.208,22
6136,0.214,23
6137,0.229,21
6138,0.532,34
6139,0.224,22
6140,0.311,21
6141,0.484,21
6142,0.421,23
6143,0.535,22
6144,0.217,21
6145,0.248,21
6146,0.452,23
6147,0.401,23
6148,0.154,23
6149,0.069,22
6150,0.265,10
6151,0.289,47
6152,0.11,47
6153,0.28,45
6154,0.583,46
6155,0.41,22
6156,0.438,21
6157,0.384,40
6158,0.312,20
6159,0.479,21
6160,0.221,21
6161,0.361,20
6162,0.175,21
6163,0.381,21
6164,0.445,42
6165,0.301,21
6166,0.501,22
6167,0.146,46
6168,0.331,21
6169,0.286,22
6170,0.276,22
6171,0.225,22
6172,0.107,22
6173,0.146,20
6174,0.202,21
6175,0.388,20
6176,0.181,22
6177,0.211,21
6178,0.542,22
6179,0.556,22
6180,0.429,20
6181,0.352,20
6182,0.169,20
6183,0.176,20
6184,0.0998,20
6185,0.3,20
6186,0.149,20
6187,0.314,20
6188,0.368,22
6189,0.47,21
6190,0.112,20
6191,0.193,21
6192,0.478,22
6193,0.53,22
6194,0.513,22
6195,0.2,22
6196,0.497,22
6197,0.144,20
6198,0.401,23
6199,0.121,20
6200,0.271,11
6201,0.181,10
6202,0.539,9
6203,0.138,20
6204,0.205,20
6205,0.26,21
6206,0.122,20
6207,0.331,20
6208,0.407,48
6209,0.383,20
6210,0.493,42
6211,0.391,44
6212,0.245,20
6213,0.156,46
6214,0.188,21
6215,0.0803,21
6216,0.103,21
6217,0.167,20
6218,0.174,20
6219,0.121,21
6220,0.214,20
6221,0.163,20
6222,0.103,21
6223,0.418,21
6224,0.266,44
6225,0.482,21
6226,0.439,20
6227,0.225,21
6228,0.158,21
6229,0.312,21
6230,0.177,21
6231,0.257,21
6232,0.0739,21
6233,0.201,20
6234,0.327,19
6235,0.0917,20
6236,0.11,20
6237,0.555,20
6238,0.174,22
6239,0.415,21
6240,0.446,21
6241,0.365,22
6242,0.315,20
6243,0.37,20
6244,0.269,21
6245,0.211,20
6246,0.207,19
6247,0.215,22
6248,0.26,22
6249,0.41,22
6250,0.462,38
6251,0.215,21
6252,0.383,44
6253,0.454,47
6254,0.497,19
6255,0.428,22
6256,0.586,19
6257,0.468,19
6258,0.41,20
6259,0.248,19
6260,0.194,46
6261,0.215,19
6262,0.114,46
6263,0.369,20
6264,0.274,20
6265,0.418,20
6266,0.397,48
6267,0.359,19
6268,0.47,20
6269,0.135,19
6270,0.238,21
6271,0.394,20
6272,0.142,20
6273,0.381,22
6274,0.256,20
6275,0.619,21
6276,0.418,19
6277,0.319,20
6278,0.404,21
6279,0.156,20
6280,0.469,21
6281,0.124,19
6282,0.104,21
6283,0.123,19
6284,0.397,19
6285,0.402,19
6286,0.366,19
6287,0.239,19
6288,0.34,19
6289,0.145,19
6290,0.103,19
6291,0.133,19
6292,0.234,19
6293,0.193,19
6294,0.2,20
6295,0.0925,20
6296,0.316,20
6297,0.538,21
6298,0.353,19
6299,0.284,19
6300,0.42,39
6301,0.302,11
6302,0.235,43
6303,0.238,20
6304,0.558,20
6305,0.405,19
6306,0.151,20
6307,0.63,20
6308,0.373,19
6309,0.414,44
6310,0.178,46
6311,0.322,21
6312,0.234,19
6313,0.358,41
6314,0.383,44
6315,0.167,47
6316,0.488,51
6317,0.13,19
6318,0.447,21
6319,0.0697,45
6320,0.333,19
6321,0.0791,19
